name,city,location,date,high_price,low_price,actor,state
M-LAB | 呈献 扭曲机器 2020「永不止步 Never Stop」三城专场演出 上海站,上海,2020.11.28 周六 20:30,,售票中,Modernsky lab上海,150,150
经典动漫视听演唱会,苏州,2020.12.26 周六 19:30,,售票中,高新区文体中心文化馆小剧场,90,150
鹿先森「敬这伟大的良宵」巡演 重庆站,重庆,2020.12.26 周六 20:00,鹿先森乐队,售票中,寅派动力,220,220
【秀动呈献】Carsick Cars 2020“晕”巡演 厦门站,厦门,2020.11.21 周六 20:30,,售票中,星巢越中心,180,180
光辉岁月―致敬“BEYOND・黄家驹”纪念演唱会,合肥,2021.01.03 周日 19:40,,售票中,安徽大剧院,80,280
舟山 【万有音乐系】《“从心出发”王铮亮2020全国巡回演唱会》-舟山站,舟山,2020.12.05 周六 19:30,,售票中,舟山普陀大剧院,180,380
《倚石听声—石倚洁与美声男孩专场音乐会》,重庆,2020.11.25 周三 19:30,,售票中,重庆大剧院,280,580
《遇见爱情 · 平安夜邓丽君情歌演唱会—陈佳倾情演绎》,苏州,2020.12.24 周四 19:30,,售票中,苏州聚橙尹山湖大剧院,50,380
贰叁叁脱口秀丨周三/周四/周日小剧场演出,上海,2020.11.22-12.30,,售票中,THE BOXX新偶像演艺空间,99,99
“明天会更好”罗天翼与乐队武汉跨年音乐会,武汉,2021.01.02 周六 20:00,,售票中,不晚IN TIME LIVE,100,120
【全场畅饮】魔方城市派对日 - 改噪 - 激励器BOOST,上海,2020.11.21 周六 20:00,,售票中,MAO Livehouse上海,160,160
《光輝的歲月·紀念黃家駒逝世27載》巡迴演唱會,南宁,2020.11.29 周日 19:30,,售票中,南宁意酒馆,168,228
《Click#15疯客与舞蹈2.0巡演厦门站》,厦门,2021.01.18 周一 20:00,,售票中,厦门嘉庚剧院大剧场,100,680
NONG ARCHIVE TOUR PART.2 重庆站,重庆,2021.01.15 周五 20:30,,售票中,寅派动力,200,200
白举纲“白日梦境”2020全国巡演-北京站,北京,2020.12.25 周五 20:00,白举纲,售票中,糖果TANGO-雍和宫店三层,380,680
星球世纪DMC嘉年华,大连,2020.11.22 周日,,售票中,东港大连国际会议中心一层展厅,79,355
霓虹花园「再见威尔逊」新专辑巡演-长沙站,长沙,2020.12.04-12.05,,售票中,46LIVEHOUSE,150,150
白举纲“白日梦境”2020全国巡演-南京站,南京,2020.11.21 周六 20:00,白举纲,售票中,南京-稻香音乐空间,380,680
“下一站，旅程”张叶蕾2020巡回演唱会 宁波站,宁波,2020.11.28 周六 20:30,,售票中,宁波灯塔音乐现场,120,120
裘德“巡演的时候我要「缺席」” 重庆站,重庆,2020.12.06 周日 20:00,,售票中,重庆VOX LIVEHOUSE,120,120
光輝的歲月·紀念黃家駒逝世27载巡迴演唱會大連站,大连,2021.01.14 周四 20:30,,售票中,赫兹音乐空间(黑石礁店),118,188
西游乐队2020北京专场演出,北京,2020.12.10 周四 20:00,,售票中,MAO Livehouse北京,150,150
12月27日 掌声响起来  大麦66Live house天津,天津,2020.12.27 周日 20:00,,售票中,大麦66LiveHouse天津,128,128
黑屋乐队 你大可不必假装快乐 2020巡演 天津站,天津,2020.11.28 周六 13:00,黑屋乐队,售票中,大麦66LiveHouse天津,68,88
Click#15疯客与舞蹈FUNK ＆ DANCE 2020巡演 青岛站,青岛,2020.12.26 周六 20:30,,售票中,So.Downtown,160,160
【星巢现场】Colorful Bar彩色文胸「大回环」巡演-上海站,上海,2020.12.06 周日 20:00,,售票中,MAO Livehouse上海,100,120
2020“直到世界尽头”经典动漫演唱会-回到热血青春年少时！,成都,2020.12.12 周六 19:30,,售票中,乐空间Yue Space(原正火艺术中心6号馆),180,380
聚光灯周三周四周日爆笑脱口秀剧场,上海,2020.11.28-11.29,,售票中,健力士醇黑坊,99,99
2020圣诞超级枕头大战-全程高能一战入魂-深圳站,深圳,2020.12.25 周五,,售票中,深圳市南山区A8音乐大厦二层A8Live,158,358
【3Bangz$未来星B3Rich】失败经验分享  2020巡演广州站,广州,2021.01.02 周六 19:30,,售票中,MAO Livehouse广州,150,299
2020“平安夜一起来听歌”圣诞演唱会-唯有浪漫不可辜负,天津,2020.12.24 周四 19:30,,售票中,大麦66LiveHouse天津,180,299
与她生活节Pro 上海站,上海,2020.12.26 周六 20:00,,售票中,MAO Livehouse上海,220,260
「开心麻花」即兴剧团-即兴SHOW,成都,2020.11.28 周六 20:00,,售票中,MAO Livehouse成都,100,880
马潇与失眠症「你找到避雨的地方了吗？」2020巡演 常州站,常州,2020.11.28 周六 20:00,,售票中,迷宫livehouse,80,80
《光輝的歲月·紀念黃家駒逝世27載》巡迴演唱會广州站,广州,2020.11.25 周三 19:30,,售票中,TU凸空间,168,228
【秀动呈献】功夫胖dreamer巡演 天津站,天津,2020.11.21 周六 20:30,,售票中,大麦66LiveHouse天津,220,220
2020真的爱你-致敬BEYOND·黄家驹演唱会 最帅最接近原音的家驹传承者！,成都,2020.12.05 周六 19:30,,售票中,乐空间Yue Space(原正火艺术中心6号馆),180,480
FORGOTTEN CLUB遗忘俱乐部‘WHERE SHALL WE GO’ 2020巡演 上海站,上海,2020.12.20 周日 20:00,,售票中,Modernsky lab上海,180,180
FORGOTTEN CLUB遗忘俱乐部‘WHERE SHALL WE GO’ 2020巡演 成都站,成都,2020.12.13 周日 20:00,,售票中,成都CH8冇独空间·完美店,180,180
肆囍 · 【Filter】2020巡演 好久不见 有新歌招待... ...北京站,北京,2020.12.13 周日 20:30,,售票中,MAO Livehouse北京,100,190
11月29日 打扰一下乐团“世界不会轻易崩塌”2020巡演,天津,2020.11.29 周日 20:00,打扰一下,售票中,大麦66LiveHouse天津,160,280
霓虹花园「再见威尔逊」新专辑巡演 | 厦门站,厦门,2020.12.19 周六 20:00,,售票中,星巢越中心,150,150
刺猬现场* 2020巡回演出 南京站,南京,2020.12.04 周五 20:00,,售票中,南京-稻香音乐空间,328,328
【星巢现场】Colorful Bar彩色文胸「大回环」巡演-杭州站,杭州,2020.12.05 周六 20:00,,售票中,MAO Livehouse杭州,100,120
霓虹花园「再见威尔逊」新专辑巡演 合肥站,合肥,2020.12.20 周日 20:00,,售票中,ON THE WAY LIVEHOUSE,150,150
2020圣诞超级枕头大战-全程高能一战入魂,北京,2020.12.24 周四,,售票中,疆进酒·OMNI SPACE,168,268
MOJOHAND2020 巡演 上海站,上海,2020.11.28 周六 20:00,,售票中,上海 LOFAS,100,120
《往后余生》《醒着醉》原唱——马良“理想世界”巡演-天津站,天津,2020.12.26 周六 20:30,马良,售票中,二十年音乐现场,120,150
鹿先森「敬这伟大的良宵」巡演 西安站,西安,2020.12.19 周六 20:00,鹿先森乐队,售票中,果核剧场,220,220
HIGB三周年-大连专场,大连,2020.11.21 周六 20:00,,售票中,赫兹音乐空间(黑石礁店),120,499
鹿先森「敬这伟大的良宵」巡演 苏州站,苏州,2020.12.12 周六,鹿先森乐队,售票中,苏州阳澄国际电竞馆,180,360
白举纲“白日梦境”2020全国巡演-天津站,天津,2020.12.26 周六 20:00,白举纲,售票中,大麦66LiveHouse天津,380,680
乐合喜剧脱口秀｜爆笑开放麦,上海,2020.11.22-11.29,,售票中,静安康铂酒店,49,90
【惊喜脱口秀】周三夜现场单口谐星派对+开放麦,天津,2020.12.09 周三,,售票中,津湾大剧院小剧场,80,160
聚橙主办｜“从心出发”王铮亮个人全国巡回演唱会,成都,2020.11.29 周日 19:30,,售票中,成都城市音乐厅·歌剧厅,180,380
【济南】打扰一下乐团“世界不会轻易崩塌”全国巡演济南站,济南,2020.12.12 周六 20:00,打扰一下,售票中,济南 Caper Land雀跃之地音乐现场,160,280
宿羽阳四城梦游派对-上海站,上海,2020.12.31 周四 20:00,,售票中,上海 LOFAS,150,430
徐海俏·2020|游离片刻 12城特别专场 广州站,广州,2020.11.28 周六 20:00,,售票中,TU凸空间,100,120
冬季摇滚大火锅 Hot Pot Rock Show！,成都,2020.12.04 周五 19:30,,售票中,成都迷笛音乐中心,60,150
惘闻《十万个为什么》新专辑巡演 大连站,大连,2021.01.01 周五 20:30,惘闻乐队,售票中,赫兹音乐空间(黑石礁店),180,180
年轻的朋友 Vol.01,杭州,2020.12.26 周六 20:00,,售票中,MAO Livehouse杭州,150,150
光輝的歲月·紀念黃家駒逝世27载巡迴演唱會厦门站,厦门,2020.11.24 周二 19:30,,售票中,RealLive And Books,168,228
裘德“巡演的时候我要「缺席」” 成都站,成都,2020.12.05 周六 20:00,,售票中,MAO Livehouse成都,120,120
徐海俏·2020|游离片刻 12城特别专场 深圳站,深圳,2020.11.29 周日 20:00,,售票中,深圳 HOU LIVE,100,100
葡萄合唱团PRO(葡萄不愤怒X新学校废物合唱团)联合巡演 郑州站,郑州,2020.11.29 周日 20:30,,售票中,7LIVEHOUSE,150,150
AR刘夫阳【2020 非 - 流行说唱】巡演 南宁站,南宁,2020.11.21 周六 20:30,,售票中,南宁意酒馆,200,230
《往后余生》《醒着醉》原唱——马良“理想世界”巡演-杭州站,杭州,2020.12.13 周日 20:30,马良,售票中,MAO Livehouse杭州,120,120
【秀动呈献】「怦怦」刘莱斯2020巡演 南京站,南京,2020.12.05 周六 20:30,,售票中,南京-稻香音乐空间,120,198
武汉2020“何大河与苏紫旭《日出》”跨年专场,武汉,2020.12.31 周四 20:30,,售票中,不晚IN TIME LIVE,198,248
【航海时代】三等舱里得我们！ 花墙FancyWall / 大象无形乐队 / 白日密语 / 汤乐队,北京,2020.11.22 周日 20:00,,售票中,MAO Livehouse北京,130,240
TAI LIVE圣诞音乐汇,上海,2020.12.25 周五 20:00,,售票中,Modernsky lab上海,238,388
11.25 周三脱口秀 南京稻香音乐空间,南京,2020.11.25 周三 20:00,,售票中,南京-稻香音乐空间,80,100
贰拾肆摇滚派对一周年,长沙,2020.12.04 周五 20:00,,售票中,MAO Livehouse长沙,88,200
【ONE OF U利】重型音乐节,北京,2020.11.22 周日 20:00,,售票中,疆进酒·OMNI SPACE,150,180
《走歌人20》暗杠巡演 苏州站,苏州,2020.12.13 周日 20:30,,售票中,山丘livehouse红唐店,180,180
【齿轮现场】萬重乐队&冥葬乐队Brain Oxygenation,沈阳,2020.12.06 周日 19:00,,售票中,1905LIVEHOUSE音乐现场,120,150
光輝的歲月·紀念黃家駒逝世27载巡迴演唱會青岛站,青岛,2020.11.22 周日 20:30,,售票中,CaperLand雀跃之地(青岛),118,188
【珍珠剧场】第六届珍珠室内圣诞集市 狂欢节,上海,2020.11.28-11.29,,售票中,珍珠剧场The Pearl,20,20
2020“直到世界尽头”经典动漫演唱会-回到热血青春年少时！,广州,2021.01.01 周五 19:30,,售票中,MAO Livehouse广州,180,380
鼓楼西特邀·《哈姆雷特》,北京,2021.01.27-01.31,,售票中,鼓楼西剧场,100,380
西游乐队2020巡演—沈阳站,沈阳,2020.11.26 周四 19:30,,售票中,1905LIVEHOUSE音乐现场,100,100
黑撒乐队“狂欢时代”2020巡演 上海站,上海,2020.11.29 周日 20:30,,售票中,Modernsky lab上海,120,150
脆莓2020年“带我走”巡演沈阳站,沈阳,2020.12.19 周六 19:30,,售票中,原料库livehouse,100,100
直到世界尽头-8090经典动漫演唱会,北京,2020.12.04 周五 19:30,,售票中,糖果TANGO-雍和宫店三层,180,580
黑屋乐队2020巡演|你大可不必假装快乐—青岛站,青岛,2020.11.27 周五 20:00,黑屋乐队,售票中,So.Downtown,68,88
12.29龍錦2020-2021跨年巡演 宁波,宁波,2020.12.29 周二 20:30,,售票中,CMKLive-House(城门口艺术空间),80,80
刘思涵 爱，未满巡回演唱会-深圳站,深圳,2020.12.20 周日 19:30,刘思涵,售票中,深圳 HOU LIVE,220,360
2020圣诞超级枕头大战-全程高能一战入魂,广州,2020.12.25 周五,,售票中,TU凸空间,128,228
12月25日 麦田音乐「No Bounds」系列 VOL.3,天津,2020.12.25 周五 20:30,,售票中,大麦66LiveHouse天津,66,288
白举纲“白日梦境”2020全国巡演-成都站,成都,2020.12.20 周日 20:00,白举纲,售票中,MAO Livehouse成都,380,680
日本指弹艺术家GIN 2020新专辑《Passage》吉他演奏会巡演 南京站,南京,2020.12.19 周六 14:00,,售票中,南京-稻香音乐空间,150,280
幻想天空电子音乐派对 深圳站,深圳,2020.11.28-11.29,,售票中,深圳 HOU LIVE,69,99
仙人掌喜剧 | 脱口秀开放麦,杭州,2020.11.26-12.24,,售票中,杭州大剧院,19.9,19.9
【BEEHIVE】Say What?? 他们说我抄了GALI和高天佐,上海,2020.11.28-11.29,,售票中,BEEHIVE,180,260
2020超级枕头大战 南京站,南京,2020.12.24 周四,,售票中,南京-稻香音乐空间,128,428
11.27 Click#15疯客与舞蹈FUNK＆DANCE 2020巡演 宁波站,宁波,2020.11.27 周五 20:30,,售票中,宁波星巢剧场,160,160
“从心出发”王铮亮个人全国巡回演唱会,石家庄,2020.12.12 周六 19:30,,售票中,石家庄大剧院大剧场,180,380
刘思涵 爱，未满巡回演唱会-北京站,北京,2020.12.18 周五 20:00,刘思涵,售票中,糖果TANGO-雍和宫店三层,220,360
安子与九妹“等你”2020全国巡演 南京站,南京,2020.12.04 周五 20:00,,售票中,南京八度空间,100,120
【中国新说唱、说唱听我的 人气选手】 出来玩er·全国巡演 成都站,成都,2020.12.26 周六 20:00,,售票中,成都CH8冇独空间·完美店,220,380
宿羽阳四城梦游派对-北京站,北京,2021.01.01 周五 20:00,,售票中,MAO Livehouse北京,150,220
橘子脱口秀|周三、周日精品Live,上海,2020.11.22-12.30,,售票中,listen live house(静安店),99,189
白举纲“白日梦境”2020全国巡演-上海站,上海,2020.12.18 周五 20:00,白举纲,售票中,万代南梦宫上海文化中心梦想剧场,380,680
2020“平安夜一起来听歌”圣诞演唱会-唯有浪漫不可辜负,上海,2020.12.24 周四 19:30,,售票中,Modernsky lab上海,180,580
稻香音乐空间两周年庆•岛屿心情特邀专场,南京,2020.11.23 周一 20:30,,售票中,南京-稻香音乐空间,200,260
裘德“巡演的时候我要「缺席」” 广州站,广州,2021.01.09 周六 20:00,,售票中,中央车站展演中心,120,120
【全场畅饮】夜猫俱乐部：赛博蒸汽澡堂｜志国夜总会蒸汽派对 北京站,北京,2020.11.27-11.28,,售票中,MAO Livehouse北京,88,200
刘思涵《爱，未满》巡回演唱会-广州站,广州,2021.01.16 周六 20:00,,售票中,太空间livehouse,150,220
脆莓2020年“带我走”巡演 哈尔滨站,哈尔滨,2020.12.20 周日 19:00,,售票中,SUBLIVE,80,100
【摇滚兄弟年度巨献】一晃二十年摇滚演唱会,北京,2020.12.19 周六 18:30,,售票中,MAO Livehouse北京,160,299
Click#15疯客与舞蹈FUNK ＆ DANCE 2020巡演   成都站,成都,2020.11.22 周日 20:00,,售票中,成都麓湖水上剧场,200,200
光輝的歲月·紀念黃家駒逝世27载巡迴演唱會上海站,上海,2020.12.17 周四 19:30,,售票中,MAO Livehouse上海,168,228
鹿先森「敬这伟大的良宵」巡演 天津站,天津,2020.11.28 周六 20:00,鹿先森乐队,售票中,大麦66LiveHouse天津,220,220
2020漫游绿岛音乐节,重庆,2020.11.27-11.28,,售票中,MAO Livehouse重庆,30,280
“特别的礼物”新年音乐会,佛山,2020.12.24-12.25,,售票中,佛山国际体育文化演艺中心副馆,180,520
二氧化碳歌舞厅——解压大作战,无锡,2020.11.21 周六 20:00,,售票中,寅派动力(无锡)新文化空间,120,120
【万有音乐系】“从心出发”王铮亮2020全国巡回演唱会-广州站,广州,2020.11.27 周五 20:00,,售票中,太空间livehouse,280,280
【全场畅饮】夜猫俱乐部,北京,2020.11.28-11.29,,售票中,MAO Livehouse北京,70,200
绿巴士2020失眠巴士旅馆巡演 长沙站,长沙,2020.11.21 周六 20:30,,售票中,MAO Livehouse长沙,100,100
【星巢现场·跳水冠军】下半场 法兹+肆囍+LeeyOn李昂 南京站,南京,2020.11.29 周日 20:00,,售票中,欧拉艺术空间,180,220
《光輝的歲月·紀念黃家駒逝世27載》巡迴演唱會深圳站,深圳,2020.11.27 周五 19:30,,售票中,龙岗文化中心B区一楼迷笛LIVE HOUSE,168,228
黑撒乐队“狂欢时代”2020巡演－西安站,西安,2020.12.05 周六 20:30,,售票中,星球工厂LIVEHOUSE,120,120
AIA呈献「MY Gratitude 25杨千嬅演唱会2020」,中国香港,2020.12.23-2021.01.01,杨千嬅,售票中,香港体育馆,380,980
打扰一下乐团 2020“世界不会轻易崩塌”全国巡演--青岛站,青岛,2020.12.11 周五 20:00,,售票中,So.Downtown,160,280
11.25 周三脱口秀小剧场,南京,2020.11.25 周三 20:00,,售票中,南京八度空间,80,100
#免票#《感恩节》济南民谣女声专场,济南,2020.11.25 周三 20:00,,售票中,班卓音乐酒吧,0,0
2020圣诞超级枕头大战-全程高能一战入魂-上海站,上海,2020.12.25 周五,,售票中,万代南梦宫上海文化中心未来剧场,168,368
一路飘绿 开往寒冬 曾雪雅 “我凉了” 2020巡演 南京站,南京,2021.01.10 周日 20:00,曾雪雅,售票中,欧拉艺术空间,80,80
11月22日 2020 地下8英里城市赛 天津站,天津,2020.11.22 周日 20:00,,售票中,大麦66LiveHouse天津,168,168
【全场畅饮】夜猫俱乐部,杭州,2020.11.27-11.28,,售票中,MAO Livehouse杭州,100,160
活在现场 开箱公演,北京,2020.11.27 周五 20:00,,售票中,糖果TANGO-雍和宫店三层,300,300
【中国新说唱、说唱听我的 人气选手】 出来玩er·全国巡演 上海站,上海,2020.12.11 周五 20:00,,售票中,MAO Livehouse上海,220,380
【中国新说唱、说唱听我的 人气选手】 出来玩er·全国巡演 杭州站,杭州,2021.01.22 周五 20:00,,售票中,大麦66LiveHouse杭州,220,380
2020“平安夜一起来听歌”圣诞演唱会-唯有浪漫不可辜负,武汉,2020.12.24 周四 19:30,,售票中,L7 Livehouse(珞狮路南国大家装A2栋三层),180,280
2020真的爱你-致敬BEYOND•黄家驹演唱会-深圳站,深圳,2020.12.18 周五 19:30,,售票中,深圳市南山区A8音乐大厦二层A8Live,180,580
【星巢现场】Colorful Bar彩色文胸「大回环」巡演 南京站,南京,2020.12.24 周四 20:00,,售票中,欧拉艺术空间,100,120
刘思涵 爱，未满巡回演唱会-上海站,上海,2020.12.13 周日 19:30,刘思涵,售票中,MAO Livehouse上海,220,360
【中国新说唱  说唱听我的 人气选手】出来玩er·全国巡演 西安站,西安,2020.11.21 周六 20:30,,售票中,星球工厂LIVEHOUSE,220,380
《往后余生》《醒着醉》原唱——马良“理想世界”巡演 苏州站,苏州,2020.12.12 周六 20:30,马良,售票中,山丘livehouse红唐店,120,150
【珍珠剧场】阿黛尔&艾德希兰 致敬音乐会,上海,2020.12.02-12.30,,售票中,珍珠剧场The Pearl,120,120
雅居乐清水湾·2020海南草莓音乐节,陵水,2020.11.28-11.29,痛仰乐队、重塑雕像的权利、达达乐队、五条人、大波浪、达闻西、满舒克、闪星乐队,售票中,雅居乐清水湾旅游区沙滩,300,540
JD《低调先生》2020巡演沈阳站,沈阳,2020.11.22 周日 19:30,,售票中,1905LIVEHOUSE音乐现场,180,230
鹿先森「敬这伟大的良宵」巡演 杭州站,杭州,2020.12.05 周六 20:00,鹿先森乐队,售票中,大麦66LiveHouse杭州,220,220
第19届330金属音乐节,北京,2020.12.19 周六 15:00,,售票中,糖果TANGO-雍和宫店三层,230,330
打扰一下乐团 2020“世界不会轻易崩塌”巡演北京站,北京,2020.12.19 周六 20:00,打扰一下,售票中,疆进酒·OMNI SPACE,160,280
12.2 周三脱口秀 南京稻香音乐空间,南京,2020.12.02 周三 20:00,,售票中,南京-稻香音乐空间,80,100
暗杠“走歌人20”全国巡演 广州站,广州,2020.11.29 周日 20:30,,售票中,MAO Livehouse广州,180,180
导演到场交流|李一凡导演作品展,成都,2020.11.28 周六,,售票中,梵木创艺区·正火艺术中心1号馆,60,150
I LIKE 赵珂20³生日会,杭州,2020.12.03 周四 19:30,,售票中,大麦66LiveHouse杭州,559,1020
鹰之娱乐周年庆活动廖效浓特别专场,长春,2020.12.12 周六 19:00,,售票中,Y-LIVE鹰之娱乐音乐现场,200,280
直到世界尽头-8090经典动漫演唱会 南京站,南京,2020.12.19 周六 19:30,,售票中,南京-稻香音乐空间,180,480
【重志成诚】VOL.2中国新说唱X乐队的夏天X说唱听我的：液氧，深蓝，霾晦，秃子，画皮，王老板,北京,2020.12.20 周日 18:00,,售票中,MAO Livehouse北京,168,298
